TIMESTAMP,Global BsAs [W/m2],Difusa BsAs [W/m2],Global Ush [W/m2],Difusa Ush [W/m2]
2024-09-04 00:00:00,-2.145,-2.187,-1.807,-1.274
2024-09-04 00:01:00,-2.145,-1.988,-2.008,-1.274
2024-09-04 00:02:00,-2.043,-2.187,-2.008,-1.274
2024-09-04 00:03:00,-2.043,-2.386,-2.008,-1.274
2024-09-04 00:04:00,-2.043,-2.386,-2.008,-1.274
2024-09-04 00:05:00,-2.043,-2.584,-2.008,-1.274
2024-09-04 00:06:00,-2.043,-2.386,-2.008,-1.274
2024-09-04 00:07:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:08:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:09:00,-2.043,-1.988,-1.807,-1.274
2024-09-04 00:10:00,-2.043,-1.988,-0.803,-1.274
2024-09-04 00:11:00,-2.043,-1.988,-0.803,-1.274
2024-09-04 00:12:00,-2.043,-1.988,-1.406,-1.274
2024-09-04 00:13:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:14:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:15:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:16:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:17:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:18:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:19:00,-2.043,-1.988,-2.811,-1.274
2024-09-04 00:20:00,-2.043,-1.988,-3.213,-1.401
2024-09-04 00:21:00,-2.043,-1.988,-2.209,-1.401
2024-09-04 00:22:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:23:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:24:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:25:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:26:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:27:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:28:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:29:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:30:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:31:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:32:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:33:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:34:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:35:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:36:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:37:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:38:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:39:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:40:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 00:41:00,-1.839,-1.988,-2.410,-1.274
2024-09-04 00:42:00,-1.736,-1.988,-3.213,-1.274
2024-09-04 00:43:00,-1.736,-1.988,-3.012,-1.274
2024-09-04 00:44:00,-1.736,-1.988,-2.209,-1.274
2024-09-04 00:45:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:46:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:47:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:48:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:49:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:50:00,-1.736,-1.988,-1.807,-1.274
2024-09-04 00:51:00,-1.736,-1.988,-1.606,-1.274
2024-09-04 00:52:00,-1.736,-1.988,-0.803,-1.274
2024-09-04 00:53:00,-1.736,-1.988,-0.803,-1.274
2024-09-04 00:54:00,-1.736,-1.988,-1.807,-1.274
2024-09-04 00:55:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:56:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:57:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:58:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 00:59:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:00:00,-1.941,-1.988,-2.008,-1.274
2024-09-04 01:01:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 01:02:00,-2.043,-1.988,-2.008,-1.274
2024-09-04 01:03:00,-1.941,-1.988,-2.008,-1.274
2024-09-04 01:04:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:05:00,-1.736,-1.988,-2.209,-1.274
2024-09-04 01:06:00,-1.736,-1.988,-2.610,-1.274
2024-09-04 01:07:00,-1.736,-1.988,-2.811,-1.274
2024-09-04 01:08:00,-1.736,-1.988,-3.414,-1.274
2024-09-04 01:09:00,-1.736,-1.988,-3.213,-1.529
2024-09-04 01:10:00,-1.736,-1.988,-3.213,-1.529
2024-09-04 01:11:00,-1.736,-1.988,-3.213,-1.529
2024-09-04 01:12:00,-1.736,-1.988,-3.012,-1.656
2024-09-04 01:13:00,-1.736,-1.988,-2.811,-1.529
2024-09-04 01:14:00,-1.736,-1.988,-2.610,-1.401
2024-09-04 01:15:00,-1.736,-1.988,-2.008,-1.401
2024-09-04 01:16:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:17:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:18:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:19:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:20:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:21:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:22:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:23:00,-1.736,-1.988,-2.008,-1.401
2024-09-04 01:24:00,-1.736,-1.988,-2.008,-1.529
2024-09-04 01:25:00,-1.736,-1.988,-2.008,-1.529
2024-09-04 01:26:00,-1.736,-1.988,-2.008,-1.656
2024-09-04 01:27:00,-1.736,-1.988,-2.008,-1.529
2024-09-04 01:28:00,-1.736,-1.988,-2.008,-1.401
2024-09-04 01:29:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:30:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:31:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:32:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:33:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:34:00,-1.634,-1.988,-2.008,-1.274
2024-09-04 01:35:00,-1.634,-1.988,-2.008,-1.274
2024-09-04 01:36:00,-1.532,-1.988,-2.008,-1.274
2024-09-04 01:37:00,-1.634,-1.392,-2.008,-1.274
2024-09-04 01:38:00,-1.634,-1.392,-2.008,-1.274
2024-09-04 01:39:00,-1.328,-1.392,-1.606,-1.274
2024-09-04 01:40:00,-1.634,-1.392,-1.205,-1.274
2024-09-04 01:41:00,-1.736,-1.392,-1.004,-1.274
2024-09-04 01:42:00,-1.634,-1.392,-0.803,-1.274
2024-09-04 01:43:00,-1.736,-1.392,-0.803,-1.274
2024-09-04 01:44:00,-1.736,-1.789,-1.004,-1.274
2024-09-04 01:45:00,-1.736,-1.988,-1.205,-1.274
2024-09-04 01:46:00,-1.736,-1.988,-1.606,-1.274
2024-09-04 01:47:00,-1.736,-1.789,-2.008,-1.274
2024-09-04 01:48:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:49:00,-1.634,-1.988,-2.008,-1.274
2024-09-04 01:50:00,-1.736,-1.988,-2.008,-1.274
2024-09-04 01:51:00,-1.328,-1.988,-2.008,-1.274
2024-09-04 01:52:00,-1.124,-1.988,-2.008,-1.274
2024-09-04 01:53:00,-1.021,-1.590,-2.008,-1.274
2024-09-04 01:54:00,-1.021,-1.392,-2.008,-1.274
2024-09-04 01:55:00,-1.021,-1.392,-2.008,-1.274
2024-09-04 01:56:00,-1.021,-1.392,-2.008,-1.274
2024-09-04 01:57:00,-1.021,-1.392,-2.008,-1.274
2024-09-04 01:58:00,-1.021,-1.392,-2.008,-1.274
2024-09-04 01:59:00,-1.021,-1.392,-2.008,-1.274
