TIMESTAMP,Global BsAs [W/m2],Difusa BsAs [W/m2],Global Ush [W/m2],Difusa Ush [W/m2]
2024-09-11 00:00:00,-0.306,0.000,-1.606,-0.764
2024-09-11 00:01:00,-0.306,0.000,-2.008,-1.146
2024-09-11 00:02:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:03:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:04:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:05:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:06:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:07:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:08:00,0.306,0.596,-2.008,-1.274
2024-09-11 00:09:00,0.306,0.199,-2.008,-1.274
2024-09-11 00:10:00,0.102,0.000,-2.008,-1.274
2024-09-11 00:11:00,-0.306,0.000,-2.410,-1.274
2024-09-11 00:12:00,-0.306,0.000,-3.213,-1.274
2024-09-11 00:13:00,-0.306,0.000,-3.414,-1.401
2024-09-11 00:14:00,-0.306,0.000,-3.414,-1.911
2024-09-11 00:15:00,-0.511,-0.596,-3.414,-2.038
2024-09-11 00:16:00,-1.021,-0.596,-3.414,-1.783
2024-09-11 00:17:00,-1.021,-0.596,-3.213,-1.274
2024-09-11 00:18:00,-1.021,-0.596,-2.209,-1.274
2024-09-11 00:19:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:20:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:21:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:22:00,-0.919,-0.596,-2.008,-1.274
2024-09-11 00:23:00,-0.409,-0.596,-2.008,-1.274
2024-09-11 00:24:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:25:00,-0.306,-0.398,-2.008,-1.274
2024-09-11 00:26:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:27:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:28:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:29:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:30:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:31:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:32:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:33:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:34:00,-0.306,-0.199,-2.008,-1.274
2024-09-11 00:35:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:36:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:37:00,-0.306,0.000,-1.807,-1.274
2024-09-11 00:38:00,-0.306,0.000,-1.406,-1.274
2024-09-11 00:39:00,-0.306,0.000,-0.803,-1.274
2024-09-11 00:40:00,-0.306,-0.199,-0.602,-1.146
2024-09-11 00:41:00,-0.306,-0.596,-0.803,-1.146
2024-09-11 00:42:00,-0.306,-0.596,-0.803,-1.274
2024-09-11 00:43:00,-0.306,-0.596,-1.406,-1.274
2024-09-11 00:44:00,-0.306,-0.596,-2.008,-1.274
2024-09-11 00:45:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:46:00,-0.306,0.000,-2.008,-1.274
2024-09-11 00:47:00,-0.306,0.000,-1.807,-1.274
2024-09-11 00:48:00,-0.306,0.000,-1.205,-1.274
2024-09-11 00:49:00,-0.306,0.000,-1.205,-1.274
2024-09-11 00:50:00,-0.306,0.000,-1.205,-1.274
2024-09-11 00:51:00,-0.306,0.000,-0.803,-1.274
2024-09-11 00:52:00,-0.306,0.000,-1.606,-1.274
2024-09-11 00:53:00,-0.613,-0.199,-2.008,-1.274
2024-09-11 00:54:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:55:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:56:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:57:00,-1.021,-0.596,-2.008,-1.274
2024-09-11 00:58:00,-1.532,-0.795,-2.008,-1.274
2024-09-11 00:59:00,-1.736,-1.392,-2.008,-1.274
2024-09-11 01:00:00,-1.736,-1.392,-1.807,-1.146
2024-09-11 01:01:00,-2.043,-1.789,-1.406,-1.019
2024-09-11 01:02:00,-2.043,-1.988,-1.205,-0.892
2024-09-11 01:03:00,-2.043,-1.988,-1.205,-0.892
2024-09-11 01:04:00,-2.043,-1.988,-1.004,-0.892
2024-09-11 01:05:00,-2.043,-1.988,-0.803,-0.892
2024-09-11 01:06:00,-2.043,-1.988,-0.803,-0.892
2024-09-11 01:07:00,-2.043,-1.988,-0.803,-0.892
2024-09-11 01:08:00,-2.145,-1.988,-0.803,-0.892
2024-09-11 01:09:00,-2.043,-1.988,-0.602,-0.892
2024-09-11 01:10:00,-2.043,-1.988,-0.602,-0.764
2024-09-11 01:11:00,-2.043,-1.988,-0.602,-0.892
2024-09-11 01:12:00,-2.043,-1.988,-0.602,-0.892
2024-09-11 01:13:00,-2.145,-1.988,-0.602,-1.019
2024-09-11 01:14:00,-2.043,-1.988,-0.602,-1.019
2024-09-11 01:15:00,-2.043,-1.988,-0.602,-0.892
2024-09-11 01:16:00,-2.043,-1.988,-0.602,-0.892
2024-09-11 01:17:00,-2.043,-1.988,-0.602,-0.637
2024-09-11 01:18:00,-2.043,-1.988,-0.602,-0.637
2024-09-11 01:19:00,-2.043,-1.988,-0.602,-0.637
2024-09-11 01:20:00,-1.941,-1.590,-0.602,-0.637
2024-09-11 01:21:00,-1.736,-1.392,-0.602,-0.764
2024-09-11 01:22:00,-1.736,-1.392,-0.602,-0.892
2024-09-11 01:23:00,-1.736,-1.392,-0.602,-1.146
2024-09-11 01:24:00,-1.736,-1.193,-0.602,-1.274
2024-09-11 01:25:00,-1.736,-0.795,-0.602,-1.274
2024-09-11 01:26:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:27:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:28:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:29:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:30:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:31:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:32:00,-1.736,-0.596,-1.004,-1.274
2024-09-11 01:33:00,-1.736,-0.596,-1.406,-1.274
2024-09-11 01:34:00,-1.736,-0.596,-1.205,-1.274
2024-09-11 01:35:00,-1.736,-0.596,-1.004,-1.274
2024-09-11 01:36:00,-1.736,-0.596,-1.004,-1.274
2024-09-11 01:37:00,-1.736,-0.596,-1.004,-1.019
2024-09-11 01:38:00,-1.736,-0.596,-0.803,-1.019
2024-09-11 01:39:00,-1.736,-0.596,-0.803,-1.146
2024-09-11 01:40:00,-1.736,-0.596,-0.602,-1.274
2024-09-11 01:41:00,-1.736,-1.193,-0.602,-1.274
2024-09-11 01:42:00,-1.736,-1.392,-0.602,-1.274
2024-09-11 01:43:00,-1.736,-1.392,-0.602,-1.274
2024-09-11 01:44:00,-1.736,-1.392,-0.602,-1.274
2024-09-11 01:45:00,-1.736,-1.392,-0.602,-1.274
2024-09-11 01:46:00,-1.736,-1.392,-0.602,-1.274
2024-09-11 01:47:00,-1.736,-1.392,-0.803,-1.274
2024-09-11 01:48:00,-1.736,-1.789,-1.004,-1.146
2024-09-11 01:49:00,-1.839,-1.988,-0.803,-0.764
2024-09-11 01:50:00,-1.839,-1.988,-0.602,-0.510
2024-09-11 01:51:00,-1.736,-1.988,-0.602,-0.382
2024-09-11 01:52:00,-1.736,-1.988,-0.602,-0.382
2024-09-11 01:53:00,-1.736,-1.988,-0.602,-0.382
2024-09-11 01:54:00,-1.736,-1.988,-0.602,-0.382
2024-09-11 01:55:00,-1.839,-1.988,-0.803,-0.382
2024-09-11 01:56:00,-2.043,-1.988,-0.803,-0.382
2024-09-11 01:57:00,-2.043,-1.988,-0.803,-0.382
2024-09-11 01:58:00,-2.043,-1.988,-0.803,-0.382
2024-09-11 01:59:00,-2.043,-1.988,-1.004,-0.382
2024-09-11 02:00:00,-1.839,-1.988,-0.803,-0.382
2024-09-11 02:01:00,-1.736,-1.988,-0.602,-0.382
2024-09-11 02:02:00,-1.736,-1.988,-0.602,-0.382
2024-09-11 02:03:00,-1.736,-1.590,-0.602,-0.382
2024-09-11 02:04:00,-1.634,-1.392,-0.602,-0.382
2024-09-11 02:05:00,-1.430,-1.392,-0.602,-0.382
2024-09-11 02:06:00,-1.226,-1.392,-0.803,-0.382
2024-09-11 02:07:00,-1.021,-1.392,-1.004,-0.382
2024-09-11 02:08:00,-1.021,-1.392,-1.606,-0.382
2024-09-11 02:09:00,-1.021,-1.392,-2.008,-0.382
2024-09-11 02:10:00,-1.021,-1.392,-2.008,-0.637
2024-09-11 02:11:00,-1.021,-1.392,-2.008,-0.637
2024-09-11 02:12:00,-1.226,-1.392,-2.008,-0.764
2024-09-11 02:13:00,-1.634,-1.789,-1.807,-0.637
2024-09-11 02:14:00,-1.736,-1.988,-1.406,-0.510
2024-09-11 02:15:00,-1.736,-1.988,-1.807,-0.637
2024-09-11 02:16:00,-1.736,-1.988,-1.807,-0.764
2024-09-11 02:17:00,-1.736,-1.988,-1.807,-0.764
2024-09-11 02:18:00,-1.736,-1.988,-2.008,-0.892
2024-09-11 02:19:00,-1.736,-1.988,-2.008,-0.892
2024-09-11 02:20:00,-1.839,-1.988,-2.008,-1.019
2024-09-11 02:21:00,-2.043,-1.988,-1.406,-0.764
2024-09-11 02:22:00,-2.043,-1.988,-0.803,-0.510
2024-09-11 02:23:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:24:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:25:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:26:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:27:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:28:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:29:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:30:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:31:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:32:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:33:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:34:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:35:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:36:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:37:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:38:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:39:00,-2.043,-1.988,-0.602,-0.382
2024-09-11 02:40:00,-1.736,-1.988,-0.602,-0.382
